id_vehicule,marque,modele,annee_circulation,date_circulation,carburant,usage,km_actuel,km_moyen_annuel,date_derniere_revision,km_derniere_revision,jours_depuis_derniere_revision,km_depuis_derniere_revision,nb_revisions_effectuees,intervalle_recommande_jours,intervalle_recommande_km,condition_vehicule,nb_pannes_historique,age_vehicule,taux_utilisation_km,taux_utilisation_jours,revisions_par_an
VEH00168,Mercedes,GLC,2020,2020-09-17,Diesel,Personnel,95934,24184,2024-09-21,77412,445,18522,3,365,20000,7,0,4,92.61,121.92,0.75
VEH00169,Mercedes,Classe B,2012,2012-01-24,Hybride,Personnel,230385,19046,2025-02-13,206287,300,24098,14,365,15000,5,0,12,160.65,82.19,1.17
VEH00170,Peugeot,5008,2020,2020-02-06,Essence,Personnel,55250,12607,2025-06-18,45122,175,10128,3,365,15000,8,1,4,67.52,47.95,0.75
VEH00171,Opel,Insignia,2019,2019-01-09,Essence,Personnel,149985,29419,2024-12-11,140242,364,9743,4,365,15000,7,1,5,64.95,99.73,0.8
VEH00172,Skoda,Kamiq,2021,2021-02-21,Essence,Personnel,56022,17667,2025-01-20,46786,324,9236,2,365,15000,7,0,3,61.57,88.77,0.67
VEH00173,Audi,Q2,2018,2018-08-25,Hybride,Professionnel,161558,25613,2024-10-04,152402,432,9156,6,328,12000,6,0,6,76.3,131.71,1.0
VEH00174,Ford,EcoSport,2015,2015-02-19,Électrique,Personnel,103095,11676,2024-10-02,83150,434,19945,9,730,30000,7,0,9,66.48,59.45,1.0
VEH00175,Toyota,Yaris,2020,2020-04-23,Diesel,Personnel,113440,27108,2025-10-15,94717,56,18723,3,365,20000,9,0,4,93.62,15.34,0.75
VEH00176,Ford,Kuga,2020,2020-05-24,Hybride,Personnel,38339,8713,2025-07-23,36241,140,2098,2,365,15000,8,0,4,13.99,38.36,0.5
VEH00177,Renault,Clio,2024,2024-08-02,Hybride,Flotte,3698,17407,2025-08-30,0,102,6437,1,310,10500,10,0,0,61.3,32.9,1.0
VEH00178,Audi,Q5,2023,2023-07-13,Hybride,Personnel,18471,10629,2025-02-27,12114,286,6357,1,365,15000,8,0,1,42.38,78.36,1.0
VEH00179,Hyundai,i30,2023,2023-01-25,Hybride,Personnel,10632,8744,2025-04-07,0,247,24069,1,365,15000,8,0,1,160.46,67.67,1.0
VEH00180,Citroën,C5 Aircross,2013,2013-12-25,Diesel,Professionnel,126194,11697,2024-10-12,102561,424,23633,13,328,16000,6,0,11,147.71,129.27,1.18
VEH00181,Renault,Kadjar,2019,2019-11-23,Diesel,Personnel,48984,9595,2024-11-16,45535,389,3449,4,365,20000,5,0,5,17.24,106.58,0.8
VEH00182,Ford,Puma,2013,2013-12-19,Hybride,Personnel,209400,18449,2025-01-28,185363,316,24037,13,365,15000,5,0,11,160.25,86.58,1.18
VEH00183,Mercedes,Classe A,2018,2018-10-24,Diesel,Personnel,89684,13738,2024-12-18,73686,357,15998,5,365,20000,6,3,6,79.99,97.81,0.83
VEH00184,Ford,Puma,2021,2021-07-14,Hybride,Personnel,40580,12889,2025-05-22,32555,202,8025,3,365,15000,8,0,3,53.5,55.34,1.0
VEH00185,Kia,Niro,2024,2024-01-18,Essence,Personnel,3824,21522,2025-02-18,0,295,19366,1,365,15000,9,0,0,129.11,80.82,1.0
VEH00186,Seat,Arona,2011,2011-09-24,Hybride,Personnel,182977,14241,2025-07-16,168618,147,14359,15,365,15000,7,1,13,95.73,40.27,1.15
VEH00187,Ford,Focus,2017,2017-04-28,Électrique,Flotte,134337,18910,2025-11-23,125397,17,8940,5,620,21000,8,3,7,42.57,2.74,0.71
VEH00188,Volkswagen,Touran,2019,2019-12-07,Hybride,Personnel,105901,20996,2025-02-21,93363,292,12538,5,365,15000,6,0,5,83.59,80.0,1.0
VEH00189,Ford,Kuga,2017,2017-02-26,Essence,Personnel,165934,23384,2025-08-18,151787,114,14147,8,365,15000,9,1,7,94.31,31.23,1.14
VEH00190,Opel,Mokka,2021,2021-07-10,Diesel,Professionnel,39196,12994,2025-06-15,29659,178,9537,2,328,16000,10,0,3,59.61,54.27,0.67
VEH00191,Mercedes,GLC,2021,2021-11-24,Essence,Professionnel,76775,24075,2025-09-05,63235,96,13540,2,328,12000,10,0,3,112.83,29.27,0.67
VEH00192,Nissan,Micra,2018,2018-01-27,Diesel,Professionnel,70558,10435,2025-11-06,68349,34,2209,5,328,16000,7,1,6,13.81,10.37,0.83
VEH00193,Ford,Kuga,2015,2015-01-20,Hybride,Personnel,267997,28897,2025-01-19,250164,325,17833,9,365,15000,5,0,9,118.89,89.04,1.0
VEH00194,Hyundai,Tucson,2018,2018-05-01,Essence,Personnel,150790,24456,2024-10-14,142916,422,7874,4,365,15000,7,0,6,52.49,115.62,0.67
VEH00195,Seat,Arona,2014,2014-07-03,Essence,Professionnel,205892,20224,2025-04-09,185379,245,20513,8,328,12000,4,2,10,170.94,74.7,0.8
VEH00196,Seat,Ibiza,2011,2011-07-13,Diesel,Professionnel,270722,20359,2025-04-01,266884,253,3838,9,328,16000,4,2,13,23.99,77.13,0.69
VEH00197,BMW,Série 5,2023,2023-02-17,Électrique,Personnel,10158,9394,2025-08-14,0,118,24684,1,730,30000,10,0,1,82.28,16.16,1.0
VEH00198,Skoda,Kodiaq,2019,2019-11-02,Diesel,Professionnel,71537,13877,2025-11-22,62749,18,8788,5,328,16000,8,0,5,54.92,5.49,1.0
VEH00199,Citroën,C3 Aircross,2013,2013-10-27,Hybride,Personnel,234117,20751,2025-06-14,219540,179,14577,14,365,15000,9,0,11,97.18,49.04,1.27
VEH00200,Renault,Clio,2016,2016-04-27,Électrique,Personnel,86500,10490,2025-01-25,64385,319,22115,9,730,30000,8,0,8,73.72,43.7,1.12
VEH00201,Toyota,Corolla,2015,2015-09-13,Hybride,Personnel,199393,22150,2024-12-17,178196,358,21197,9,365,15000,6,2,9,141.31,98.08,1.0
VEH00202,Peugeot,3008,2012,2012-07-23,Essence,Personnel,344779,28771,2024-11-17,330012,388,14767,8,365,15000,5,1,12,98.45,106.3,0.67
VEH00203,Mercedes,Classe A,2012,2012-02-06,Diesel,Personnel,269817,22122,2025-02-18,249640,295,20177,9,365,20000,5,0,12,100.88,80.82,0.75
VEH00204,Kia,Sportage,2023,2023-07-01,Hybride,Personnel,21342,17563,2025-05-16,16567,208,4775,1,365,15000,8,0,1,31.83,56.99,1.0
VEH00205,Nissan,X-Trail,2012,2012-03-09,Essence,Personnel,215801,17867,2025-03-23,209020,262,6781,11,365,15000,4,2,12,45.21,71.78,0.92
VEH00206,Mercedes,Classe C,2021,2021-11-16,Essence,Personnel,89474,27457,2025-08-22,72471,110,17003,3,365,15000,9,1,3,113.35,30.14,1.0
VEH00207,Kia,Sportage,2017,2017-06-14,Essence,Flotte,212069,29333,2025-09-22,200225,79,11844,5,310,10500,9,0,7,112.8,25.48,0.71
VEH00208,BMW,X1,2021,2021-12-21,Essence,Personnel,78702,24089,2024-10-26,68759,410,9943,3,365,15000,8,0,3,66.29,112.33,1.0
VEH00209,Volkswagen,T-Roc,2018,2018-03-22,Électrique,Personnel,153590,26025,2024-11-23,136464,382,17126,7,730,30000,7,0,6,57.09,52.33,1.17
VEH00210,Kia,Niro,2020,2020-08-05,Hybride,Professionnel,116973,28753,2025-07-30,106694,133,10279,4,328,12000,9,0,4,85.66,40.55,1.0
VEH00211,Toyota,Aygo,2016,2016-09-17,Hybride,Professionnel,179555,21706,2025-11-12,165774,28,13781,8,328,12000,7,0,8,114.84,8.54,1.0
VEH00212,Volkswagen,Touran,2020,2020-06-06,Électrique,Professionnel,123838,29200,2025-11-08,103383,32,20455,3,657,24000,10,0,4,85.23,4.87,0.75
VEH00213,Audi,A3,2010,2010-02-09,Diesel,Professionnel,219202,15274,2024-11-13,200203,392,18999,11,328,16000,4,0,14,118.74,119.51,0.79
VEH00214,Nissan,Leaf,2021,2021-09-05,Essence,Flotte,55311,19303,2025-03-28,49886,257,5425,2,310,10500,7,0,3,51.67,82.9,0.67
VEH00215,BMW,X1,2015,2015-08-26,Diesel,Personnel,138539,14778,2025-03-28,125126,257,13413,10,365,20000,7,0,9,67.06,70.41,1.11
VEH00216,Peugeot,208,2023,2023-06-21,Diesel,Personnel,11275,11583,2024-11-16,1283,389,9992,1,365,20000,8,0,1,49.96,106.58,1.0
VEH00217,Kia,Niro,2020,2020-03-06,Essence,Personnel,123717,28987,2025-04-23,108755,231,14962,3,365,15000,7,1,4,99.75,63.29,0.75
VEH00218,Hyundai,i30,2013,2013-05-25,Essence,Personnel,117009,10050,2025-10-09,97417,62,19592,10,365,15000,7,0,11,130.61,16.99,0.91
VEH00219,Ford,EcoSport,2015,2015-10-13,Essence,Professionnel,255710,28031,2025-02-03,249967,310,5743,9,328,12000,5,0,9,47.86,94.51,1.0
VEH00220,Mercedes,Classe E,2019,2019-02-22,Essence,Personnel,64076,12389,2025-10-01,54259,70,9817,5,365,15000,8,0,5,65.45,19.18,1.0
VEH00221,Citroën,C3 Aircross,2016,2016-07-06,Électrique,Flotte,198988,23947,2025-02-28,174266,285,24722,6,620,21000,6,0,8,117.72,45.97,0.75
VEH00222,Citroën,C5 Aircross,2023,2023-08-20,Essence,Professionnel,12638,9756,2025-11-26,0,14,17879,1,328,12000,10,0,1,148.99,4.27,1.0
VEH00223,Nissan,X-Trail,2016,2016-12-27,Diesel,Professionnel,185358,22544,2025-09-06,180650,95,4708,6,328,16000,7,0,8,29.42,28.96,0.75
VEH00224,Mercedes,Classe C,2022,2022-08-19,Diesel,Personnel,54466,24230,2025-03-14,48757,271,5709,2,365,20000,7,0,2,28.54,74.25,1.0
VEH00225,Kia,Picanto,2022,2022-12-15,Hybride,Professionnel,52384,25902,2025-04-27,47029,227,5355,1,328,12000,6,0,2,44.62,69.21,0.5
VEH00226,Mercedes,GLA,2023,2023-02-15,Hybride,Professionnel,12728,11846,2025-08-15,0,117,21265,1,328,12000,10,0,1,177.21,35.67,1.0
VEH00227,Kia,Ceed,2023,2023-04-26,Essence,Personnel,16285,9945,2025-06-04,0,189,19441,1,365,15000,7,0,1,129.61,51.78,1.0
VEH00228,Mercedes,Classe E,2024,2024-11-27,Électrique,Flotte,0,11120,2024-11-11,0,394,15487,1,620,21000,10,0,0,73.75,63.55,1.0
VEH00229,Volkswagen,Polo,2021,2021-06-27,Diesel,Personnel,51767,16111,2025-03-25,45109,260,6658,2,365,20000,8,0,3,33.29,71.23,0.67
VEH00230,Skoda,Fabia,2016,2016-09-24,Essence,Personnel,139974,17116,2025-04-12,121982,242,17992,9,365,15000,7,1,8,119.95,66.3,1.12
VEH00231,Nissan,Juke,2023,2023-02-26,Hybride,Personnel,29028,25512,2025-08-11,12950,121,16078,1,365,15000,10,0,1,107.19,33.15,1.0
VEH00232,Citroën,C3 Aircross,2023,2023-08-26,Diesel,Professionnel,17056,19263,2025-11-07,11794,33,5262,1,328,16000,9,0,1,32.89,10.06,1.0
VEH00233,Toyota,Yaris,2016,2016-04-23,Électrique,Professionnel,106225,12322,2025-06-29,99016,164,7209,6,657,24000,7,0,8,30.04,24.96,0.75
VEH00234,Nissan,Qashqai,2010,2010-07-21,Essence,Personnel,252976,18010,2025-04-25,229498,229,23478,11,365,15000,5,0,14,156.52,62.74,0.79
VEH00235,Ford,EcoSport,2017,2017-01-01,Hybride,Personnel,133781,19258,2024-09-16,117943,450,15838,5,365,15000,7,0,7,105.59,123.29,0.71
VEH00236,Peugeot,3008,2015,2015-05-05,Essence,Personnel,184050,20541,2025-01-06,159862,338,24188,6,365,15000,5,0,9,161.25,92.6,0.67
VEH00237,Hyundai,i30,2020,2020-12-05,Électrique,Personnel,93053,21490,2024-12-14,76557,361,16496,3,730,30000,7,1,4,54.99,49.45,0.75
VEH00238,Audi,Q3,2016,2016-06-26,Essence,Personnel,101707,12581,2025-07-12,78585,151,23122,8,365,15000,8,1,8,154.15,41.37,1.0
VEH00239,Hyundai,i20,2023,2023-11-10,Essence,Personnel,20214,14732,2025-01-24,1518,320,18696,1,365,15000,8,0,1,124.64,87.67,1.0
VEH00240,Volkswagen,Passat,2016,2016-02-08,Diesel,Flotte,202414,24370,2025-01-30,198088,314,4326,10,310,14000,7,0,8,30.9,101.29,1.25
VEH00241,Opel,Grandland,2015,2015-09-22,Essence,Personnel,127666,13661,2024-11-01,123275,404,4391,7,365,15000,5,0,9,29.27,110.68,0.78
VEH00242,Kia,Niro,2018,2018-05-21,Diesel,Personnel,150314,24418,2025-04-28,125318,226,24996,6,365,20000,6,0,6,124.98,61.92,1.0
VEH00243,Peugeot,2008,2024,2024-04-26,Diesel,Professionnel,5788,13091,2025-06-16,0,177,14803,1,328,16000,10,0,0,92.52,53.96,1.0
VEH00244,Audi,Q2,2023,2023-04-02,Diesel,Personnel,14423,16011,2025-04-22,8623,232,5800,1,365,20000,8,0,1,29.0,63.56,1.0
VEH00245,Peugeot,208,2021,2021-03-23,Diesel,Professionnel,24797,8371,2025-03-21,11437,264,13360,3,328,16000,7,0,3,83.5,80.49,1.0
VEH00246,Kia,Sportage,2021,2021-02-25,Essence,Personnel,29371,8961,2024-10-13,13303,423,16068,3,365,15000,6,0,3,107.12,115.89,1.0
VEH00247,Toyota,Aygo,2015,2015-01-16,Essence,Personnel,238909,26575,2025-05-26,231755,198,7154,9,365,15000,5,2,9,47.69,54.25,1.0
VEH00248,Ford,Fiesta,2010,2010-01-08,Électrique,Personnel,137813,9506,2025-05-28,123264,196,14549,17,730,30000,6,1,14,48.5,26.85,1.21
VEH00249,Nissan,X-Trail,2013,2013-06-08,Diesel,Personnel,240270,21639,2025-07-15,235718,148,4552,12,365,20000,7,0,11,22.76,40.55,1.09
VEH00250,Renault,Kadjar,2011,2011-08-28,Diesel,Personnel,226340,17250,2025-06-16,221510,177,4830,10,365,20000,6,0,13,24.15,48.49,0.77
VEH00251,Opel,Astra,2017,2017-06-19,Hybride,Personnel,169363,24166,2024-11-20,149454,385,19909,4,365,15000,6,1,7,132.73,105.48,0.57
VEH00252,BMW,X5,2023,2023-12-01,Diesel,Professionnel,16000,18977,2024-11-07,0,398,23538,1,328,16000,9,0,1,147.11,121.34,1.0
VEH00253,Audi,Q5,2010,2010-03-23,Électrique,Personnel,238890,17169,2025-11-08,229306,32,9584,15,730,30000,6,0,14,31.95,4.38,1.07
VEH00254,Peugeot,2008,2012,2012-11-27,Essence,Professionnel,249290,20922,2025-01-31,228684,313,20606,9,328,12000,6,0,12,171.72,95.43,0.75
VEH00255,Skoda,Karoq,2021,2021-12-11,Essence,Personnel,59683,18422,2025-07-14,50029,149,9654,3,365,15000,8,0,3,64.36,40.82,1.0
VEH00256,Citroën,Berlingo,2017,2017-06-14,Diesel,Personnel,89472,11956,2025-05-31,80669,193,8803,8,365,20000,8,0,7,44.02,52.88,1.14
VEH00257,Hyundai,Santa Fe,2010,2010-04-27,Électrique,Personnel,261804,18741,2025-10-15,251671,56,10133,10,730,30000,6,0,14,33.78,7.67,0.71
VEH00258,Citroën,C3,2016,2016-08-18,Essence,Professionnel,209301,26026,2025-10-13,192161,58,17140,6,328,12000,8,0,8,142.83,17.68,0.75
VEH00259,Volkswagen,Polo,2013,2013-07-12,Diesel,Flotte,322745,28653,2025-10-18,301664,53,21081,8,310,14000,7,0,11,150.58,17.1,0.73
VEH00260,Nissan,X-Trail,2022,2022-03-03,Essence,Flotte,36735,18864,2025-11-09,19630,31,17105,1,310,10500,10,0,2,162.9,10.0,0.5
VEH00261,Audi,Q2,2016,2016-03-12,Diesel,Personnel,120346,15035,2025-07-13,109176,150,11170,8,365,20000,8,0,8,55.85,41.1,1.0
VEH00262,Toyota,C-HR,2024,2024-09-16,Essence,Personnel,0,9998,2025-07-10,0,153,14550,1,365,15000,10,0,0,97.0,41.92,1.0
VEH00263,Kia,Sorento,2022,2022-01-13,Essence,Personnel,44393,19767,2025-02-25,26512,288,17881,1,365,15000,7,0,2,119.21,78.9,0.5
VEH00264,Opel,Astra,2010,2010-05-02,Électrique,Flotte,334058,23456,2025-05-31,312922,193,21136,10,620,21000,3,1,14,100.65,31.13,0.71
VEH00265,Seat,Ibiza,2022,2022-04-19,Essence,Personnel,44267,20727,2024-09-27,36575,439,7692,2,365,15000,8,0,2,51.28,120.27,1.0
VEH00266,Renault,Talisman,2021,2021-06-19,Hybride,Professionnel,78732,26468,2025-02-15,70564,298,8168,3,328,12000,7,0,3,68.07,90.85,1.0
VEH00267,Renault,Clio,2010,2010-04-20,Essence,Flotte,209692,15169,2025-03-06,192030,279,17662,11,310,10500,5,0,14,168.21,90.0,0.79
VEH00268,Skoda,Kamiq,2010,2010-01-05,Hybride,Professionnel,380428,27222,2024-10-30,374794,406,5634,17,328,12000,5,1,14,46.95,123.78,1.21
VEH00269,Peugeot,3008,2014,2014-06-05,Électrique,Personnel,135767,13161,2024-10-21,112820,415,22947,8,730,30000,5,1,10,76.49,56.85,0.8
VEH00270,Skoda,Kodiaq,2022,2022-06-08,Diesel,Professionnel,66265,29808,2024-10-09,58520,427,7745,1,328,16000,7,0,2,48.41,130.18,0.5
VEH00271,Hyundai,Santa Fe,2016,2016-10-02,Essence,Personnel,118597,13966,2025-06-21,96564,172,22033,10,365,15000,8,0,8,146.89,47.12,1.25
VEH00272,BMW,Série 3,2020,2020-02-27,Diesel,Personnel,127291,29955,2024-11-22,114290,383,13001,3,365,20000,7,0,4,65.0,104.93,0.75
VEH00273,Peugeot,508,2010,2010-01-13,Diesel,Personnel,316901,22359,2025-09-06,301335,95,15566,14,365,20000,5,0,14,77.83,26.03,1.0
VEH00274,Seat,Tarraco,2020,2020-11-08,Essence,Personnel,57709,13329,2025-10-24,54615,47,3094,5,365,15000,9,0,4,20.63,12.88,1.25
VEH00275,Hyundai,i20,2018,2018-02-11,Diesel,Professionnel,171843,27465,2025-03-28,168828,257,3015,6,328,16000,6,1,6,18.84,78.35,1.0
VEH00276,BMW,Série 3,2013,2013-07-23,Essence,Personnel,293576,26157,2025-07-18,269930,145,23646,8,365,15000,7,0,11,157.64,39.73,0.73
VEH00277,Citroën,C3,2015,2015-01-14,Diesel,Personnel,99664,10871,2024-10-05,75971,431,23693,6,365,20000,6,1,9,118.46,118.08,0.67
VEH00278,Peugeot,5008,2023,2023-02-10,Essence,Personnel,25739,21024,2025-03-25,2079,260,23660,1,365,15000,8,0,1,157.73,71.23,1.0
VEH00279,Citroën,Berlingo,2010,2010-05-15,Diesel,Personnel,326661,23239,2025-08-07,315861,125,10800,15,365,20000,7,1,14,54.0,34.25,1.07
VEH00280,Audi,A6,2013,2013-09-02,Hybride,Flotte,233085,20684,2025-04-30,213538,224,19547,11,310,10500,5,2,11,186.16,72.26,1.0
VEH00281,Audi,Q2,2010,2010-09-19,Essence,Flotte,355453,24935,2024-12-19,333128,356,22325,13,310,10500,3,0,14,212.62,114.84,0.93
VEH00282,Volkswagen,Arteon,2013,2013-03-02,Essence,Professionnel,238886,21873,2024-12-16,222620,359,16266,8,328,12000,4,0,11,135.55,109.45,0.73
VEH00283,Hyundai,i20,2011,2011-07-18,Diesel,Flotte,279304,21020,2025-06-17,268254,176,11050,9,310,14000,6,0,13,78.93,56.77,0.69
VEH00284,Kia,Niro,2011,2011-07-05,Hybride,Flotte,173411,12856,2025-02-02,152318,311,21093,16,310,10500,4,0,13,200.89,100.32,1.23
VEH00285,Ford,Puma,2024,2024-07-09,Diesel,Personnel,7728,20551,2025-03-27,0,258,20744,1,365,20000,9,0,0,103.72,70.68,1.0
VEH00286,Hyundai,Kona,2010,2010-07-11,Électrique,Professionnel,218783,15784,2024-11-14,201212,391,17571,9,657,24000,3,1,14,73.21,59.51,0.64
VEH00287,Mercedes,GLC,2023,2023-12-22,Électrique,Personnel,11952,11218,2025-09-23,106,78,11846,1,730,30000,9,0,1,39.49,10.68,1.0
VEH00288,Nissan,Micra,2013,2013-08-07,Électrique,Professionnel,239699,21342,2024-11-07,220775,398,18924,11,657,24000,5,1,11,78.85,60.58,1.0
VEH00289,Ford,Kuga,2012,2012-09-19,Hybride,Personnel,107222,8948,2025-08-24,98645,108,8577,11,365,15000,7,1,12,57.18,29.59,0.92
VEH00290,Mercedes,GLA,2023,2023-08-17,Essence,Personnel,28417,21007,2025-09-28,4097,73,24320,1,365,15000,10,0,1,162.13,20.0,1.0
VEH00291,Opel,Mokka,2015,2015-06-06,Diesel,Personnel,146755,16475,2025-07-08,143856,155,2899,9,365,20000,8,1,9,14.5,42.47,1.0
VEH00292,Nissan,Qashqai,2020,2020-04-09,Électrique,Flotte,121113,29351,2025-03-13,118456,272,2657,4,620,21000,6,1,4,12.65,43.87,1.0
VEH00293,Citroën,C3 Aircross,2022,2022-01-08,Hybride,Professionnel,39507,16270,2024-10-14,27498,422,12009,1,328,12000,8,0,2,100.08,128.66,0.5
VEH00294,Toyota,RAV4,2013,2013-08-10,Essence,Personnel,282877,25060,2025-05-11,261725,213,21152,12,365,15000,6,0,11,141.01,58.36,1.09
VEH00295,Opel,Crossland,2014,2014-11-04,Diesel,Professionnel,235895,23785,2025-06-11,224836,182,11059,8,328,16000,6,0,10,69.12,55.49,0.8
VEH00296,Mercedes,Classe C,2012,2012-09-25,Diesel,Personnel,188418,15874,2024-10-14,166757,422,21661,9,365,20000,5,3,12,108.3,115.62,0.75
VEH00297,Mercedes,GLA,2024,2024-07-13,Hybride,Personnel,0,20722,2025-02-05,0,308,20744,1,365,15000,8,0,0,138.29,84.38,1.0
VEH00298,Toyota,Camry,2015,2015-09-10,Essence,Personnel,129904,13570,2025-02-18,121969,295,7935,10,365,15000,7,0,9,52.9,80.82,1.11
VEH00299,Nissan,Juke,2020,2020-02-08,Diesel,Professionnel,79223,19641,2024-11-14,67161,391,12062,3,328,16000,7,0,4,75.39,119.21,0.75
VEH00300,Peugeot,5008,2010,2010-11-19,Électrique,Personnel,385378,27015,2025-10-25,367905,46,17473,17,730,30000,6,0,14,58.24,6.3,1.21
VEH00301,Seat,Leon,2012,2012-04-11,Essence,Professionnel,263225,21408,2025-04-10,256532,244,6693,14,328,12000,5,2,12,55.78,74.39,1.17
VEH00302,Nissan,Micra,2010,2010-08-09,Diesel,Professionnel,207816,14861,2025-02-08,200625,305,7191,10,328,16000,4,2,14,44.94,92.99,0.71
VEH00303,Audi,Q5,2017,2017-07-01,Électrique,Professionnel,70397,9236,2025-08-20,56172,112,14225,8,657,24000,7,1,7,59.27,17.05,1.14
VEH00304,Hyundai,i30,2013,2013-12-12,Diesel,Personnel,199598,18226,2025-10-09,185030,62,14568,8,365,20000,7,1,11,72.84,16.99,0.73
VEH00305,Toyota,Camry,2018,2018-10-17,Essence,Flotte,118525,19070,2024-12-14,112141,361,6384,5,310,10500,8,1,6,60.8,116.45,0.83
VEH00306,Skoda,Karoq,2010,2010-04-08,Diesel,Personnel,172646,12299,2024-11-20,169928,385,2718,12,365,20000,3,0,14,13.59,105.48,0.86
VEH00307,Skoda,Kamiq,2022,2022-09-20,Essence,Professionnel,25914,9592,2025-11-06,2223,34,23691,1,328,12000,9,1,2,197.42,10.37,0.5
VEH00308,Peugeot,2008,2014,2014-08-23,Diesel,Personnel,130536,13017,2024-12-10,106066,365,24470,10,365,20000,5,0,10,122.35,100.0,1.0
VEH00309,Opel,Insignia,2012,2012-07-27,Essence,Personnel,142625,11437,2024-11-27,120385,378,22240,9,365,15000,5,2,12,148.27,103.56,0.75
VEH00310,Mercedes,Classe E,2013,2013-06-23,Diesel,Flotte,237525,21426,2025-09-09,234234,92,3291,12,310,14000,6,1,11,23.51,29.68,1.09
VEH00311,Peugeot,208,2023,2023-10-22,Essence,Professionnel,23633,24190,2025-10-15,4866,56,18767,1,328,12000,10,0,1,156.39,17.07,1.0
VEH00312,Mercedes,GLA,2017,2017-01-04,Diesel,Professionnel,93714,13724,2024-09-20,82193,446,11521,6,328,16000,7,0,7,72.01,135.98,0.86
VEH00313,Skoda,Fabia,2010,2010-03-22,Électrique,Flotte,408691,29207,2025-06-15,394976,178,13715,12,620,21000,6,2,14,65.31,28.71,0.86
VEH00314,BMW,Série 3,2011,2011-07-13,Hybride,Personnel,299920,22959,2024-09-29,285281,437,14639,12,365,15000,3,1,13,97.59,119.73,0.92
VEH00315,Citroën,C4 Cactus,2021,2021-01-28,Diesel,Personnel,38368,13223,2025-05-01,17011,223,21357,2,365,20000,8,0,3,106.78,61.1,0.67
VEH00316,Opel,Corsa,2023,2023-11-27,Électrique,Personnel,17195,12281,2025-03-26,11495,259,5700,1,730,30000,7,0,1,19.0,35.48,1.0
VEH00317,Seat,Tarraco,2022,2022-12-19,Diesel,Professionnel,53697,26514,2024-12-23,40612,352,13085,2,328,16000,8,0,2,81.78,107.32,1.0
VEH00318,Toyota,RAV4,2020,2020-11-21,Électrique,Personnel,81879,20611,2024-09-27,61584,439,20295,2,730,30000,6,0,4,67.65,60.14,0.5
VEH00319,Toyota,C-HR,2023,2023-03-03,Électrique,Personnel,26363,24110,2025-07-30,13521,133,12842,1,730,30000,10,0,1,42.81,18.22,1.0
VEH00320,Volkswagen,Golf,2017,2017-08-26,Diesel,Personnel,191780,26777,2025-10-16,173447,55,18333,6,365,20000,7,0,7,91.66,15.07,0.86
VEH00321,Audi,A3,2018,2018-09-01,Essence,Personnel,72767,10978,2025-01-18,49877,326,22890,4,365,15000,7,0,6,152.6,89.32,0.67
VEH00322,BMW,Série 1,2023,2023-04-28,Diesel,Professionnel,25330,22891,2025-02-17,3022,296,22308,1,328,16000,7,0,1,139.43,90.24,1.0
VEH00323,Nissan,Qashqai,2010,2010-06-12,Diesel,Personnel,404465,28763,2025-02-23,385361,290,19104,17,365,20000,6,1,14,95.52,79.45,1.21
VEH00324,Audi,A3,2014,2014-10-07,Essence,Professionnel,140428,14145,2024-09-20,125554,446,14874,8,328,12000,6,0,10,123.95,135.98,0.8
VEH00325,Renault,Talisman,2023,2023-11-19,Diesel,Personnel,16418,12037,2025-04-10,0,244,23576,1,365,20000,9,0,1,117.88,66.85,1.0
VEH00326,Ford,Kuga,2023,2023-10-16,Essence,Professionnel,24560,24657,2024-12-11,3602,364,20958,1,328,12000,8,0,1,174.65,110.98,1.0
VEH00327,BMW,Série 5,2024,2024-07-14,Électrique,Flotte,1067,27955,2025-07-13,0,150,15037,1,620,21000,9,0,0,71.6,24.19,1.0
VEH00328,Hyundai,Santa Fe,2014,2014-12-18,Essence,Personnel,188929,18286,2025-01-11,179808,333,9121,8,365,15000,6,0,10,60.81,91.23,0.8
VEH00329,Hyundai,i30,2018,2018-09-23,Hybride,Personnel,175495,28869,2024-12-02,169714,373,5781,6,365,15000,6,1,6,38.54,102.19,1.0
VEH00330,Nissan,Leaf,2014,2014-07-26,Diesel,Personnel,89744,8418,2025-10-07,86916,64,2828,7,365,20000,7,0,10,14.14,17.53,0.7
VEH00331,Mercedes,Classe B,2014,2014-03-27,Essence,Professionnel,102155,10032,2025-08-18,82422,114,19733,7,328,12000,8,0,10,164.44,34.76,0.7
VEH00332,Seat,Leon,2021,2021-11-18,Essence,Professionnel,63121,20743,2025-03-14,38311,271,24810,3,328,12000,8,1,3,206.75,82.62,1.0
VEH00333,Nissan,Juke,2018,2018-01-01,Hybride,Flotte,97737,16235,2025-01-17,81219,327,16518,6,310,10500,7,0,6,157.31,105.48,1.0
VEH00334,Ford,EcoSport,2019,2019-04-25,Électrique,Personnel,73519,14340,2025-04-15,65706,239,7813,6,730,30000,6,1,5,26.04,32.74,1.2
VEH00335,Mercedes,Classe E,2014,2014-03-06,Diesel,Flotte,272538,27136,2025-11-28,259707,12,12831,7,310,14000,8,2,10,91.65,3.87,0.7
VEH00336,Kia,Sorento,2023,2023-11-10,Essence,Professionnel,30456,24074,2025-02-22,16723,291,13733,1,328,12000,7,0,1,114.44,88.72,1.0
